"trans_date_trans_time","merchant","category","amt","gender","city","state","lat","long","city_pop","job","merch_lat","merch_long","is_fraud","age"
"2019-06-02 13:37:03","fraud_Watsica, Haag and Considine","shopping_pos",5.84,"1","Beaver Falls","pennsylvania",40.7687,-80.3592,28425,"Podiatrist",40.738328,-81.141408,0,23
"2019-04-09 21:31:42","fraud_Kilback and Sons","entertainment",4.33,"1","Wheaton","missouri",36.7651,-94.0492,760,"Production manager",37.394922,-94.201672,0,38
"2019-12-10 15:58:57","fraud_Kemmer-Buckridge","misc_pos",206.63,"1","Clarks Mills","pennsylvania",41.3851,-80.1752,606,"Energy manager",41.415871,-80.282952,0,26
"2019-03-29 22:49:07","fraud_Hills-Witting","shopping_net",2.23,"1","Thrall","texas",30.592,-97.2893,1766,"Press sub",29.785521,-97.396981,0,48
"2020-04-13 22:14:55","fraud_Dare, Fritsch and Zboncak","health_fitness",49.06,"0","Turner","montana",48.8328,-108.3961,192,"Further education lecturer",47.884387,-108.474314,0,60
"2019-03-21 04:22:17","fraud_Heller-Langosh","gas_transport",63.9,"1","Saint Amant","louisiana",30.2385,-90.8435,10076,"Surveyor, rural practice",30.497775,-90.802993,0,46
"2019-12-04 18:45:03","fraud_Dibbert and Sons","entertainment",20.58,"1","North Prairie","wisconsin",42.9385,-88.395,2328,"Applications developer",42.670108,-87.426472,0,82
"2019-12-13 11:30:23","fraud_Huel Ltd","misc_net",81.33,"1","Meredith","colorado",39.3199,-106.6596,61,"Public relations account executive",39.868551,-106.18531,0,84
"2019-08-15 17:14:01","fraud_Eichmann-Kilback","home",119.77,"0","Holliday","texas",33.6751,-98.6576,2317,"Chief Technology Officer",32.845312,-99.269846,0,59
"2019-02-18 00:48:57","fraud_Cummerata-Jones","gas_transport",70.67,"1","East Canaan","connecticut",42.0158,-73.2913,647,"Comptroller",42.692533,-73.249669,0,36
"2019-10-10 19:11:13","fraud_Hodkiewicz, Prohaska and Paucek","travel",2.96,"0","Glendale","california",34.1556,-118.2322,172817,"Advertising account planner",34.217931,-117.439373,0,41
"2019-02-27 07:31:01","fraud_Schultz, Simonis and Little","grocery_pos",82.74,"1","West Columbia","south carolina",33.9568,-81.1405,52126,"Chemical engineer",34.68944,-81.539134,0,94
"2019-06-15 04:58:49","fraud_Greenholt, Jacobi and Gleason","gas_transport",46.24,"0","Belfast","new york",42.32,-78.0943,1766,"Mechanical engineer",41.343771,-78.744835,0,61
"2019-03-27 14:06:11","fraud_Ankunding-Carroll","travel",1.52,"0","Hancock","maryland",39.6991,-78.1762,3766,"Press photographer",39.156525,-77.632891,0,40
"2020-06-20 09:51:45","fraud_Cole PLC","grocery_pos",199.7,"1","Meridian","texas",31.929,-97.6443,2526,"Phytotherapist",32.51361,-98.030219,0,53
"2020-02-20 14:25:54","fraud_Kutch-Wilderman","home",96.55,"0","Kittery Point","maine",43.0976,-70.7121,1780,"Broadcast engineer",42.772498,-71.677534,0,41
"2019-06-02 19:03:55","fraud_Yost, Schamberger and Windler","kids_pets",18.52,"0","San Antonio","texas",29.5894,-98.5201,1595797,"Exhibition designer",29.287453,-97.740435,0,48
"2020-01-20 23:04:07","fraud_Cormier LLC","health_fitness",20.07,"0","Belgrade","montana",45.7801,-111.1439,18182,"Engineer, drilling",44.903881,-110.940103,0,48
"2019-02-12 14:30:03","fraud_Towne LLC","misc_pos",20.87,"1","Saint Paul","minnesota",44.9913,-92.9487,753116,"Fisheries officer",45.923249,-92.787545,0,52
"2019-06-06 05:06:42","fraud_Mosciski, Ziemann and Farrell","shopping_net",9.16,"1","May","texas",31.9571,-98.9656,1791,"Corporate investment banker",32.461332,-99.65503,0,58
"2019-12-10 10:00:03","fraud_Keeling-Crist","misc_pos",4.51,"1","Unionville","missouri",40.4815,-92.9951,3805,"Investment banker, corporate",39.774861,-92.026469,0,73
"2019-04-21 13:51:20","fraud_Hermann and Sons","shopping_pos",7.93,"1","Florence","mississippi",32.153,-90.1217,19685,"Fine artist",31.23774,-90.324768,0,39
"2019-06-29 07:49:34","fraud_Hackett-Lueilwitz","grocery_pos",137.93,"1","Scotts Mills","oregon",44.9897,-122.6187,1252,"Engineer, petroleum",44.246881,-121.830433,0,86
"2020-02-16 20:10:27","fraud_Kulas Group","health_fitness",116.34,"1","Jermyn","pennsylvania",41.5744,-75.5881,6508,"Training and development officer",41.501747,-74.997422,0,42
"2019-11-22 00:01:07","fraud_Kilback LLC","grocery_pos",80.25,"1","San Jose","california",37.3304,-121.7913,973849,"Science writer",36.830787,-122.287119,0,68
"2020-01-08 15:00:23","fraud_Bogisich-Weimann","kids_pets",24.26,"1","Oran","iowa",42.7012,-92.0762,53,"Sports administrator",41.724482,-92.314255,0,51
"2019-11-05 22:27:38","fraud_Hoppe, Harris and Bednar","entertainment",18.86,"0","Hawthorne","california",33.9143,-118.3493,93193,"Editor, magazine features",34.338897,-119.116766,0,28
"2020-06-20 19:03:42","fraud_Yost, Schamberger and Windler","kids_pets",41.85,"0","Shippingport","pennsylvania",40.6025,-80.3863,198,"Secretary/administrator",40.827346,-80.64432,0,45
"2019-08-02 14:09:10","fraud_Schumm, McLaughlin and Carter","food_dining",62.02,"0","Oak Hill","new york",42.4069,-74.1528,277,"Glass blower/designer",42.24484,-73.68949,0,52
"2019-03-02 01:06:56","fraud_Eichmann, Bogan and Rodriguez","gas_transport",74.45,"0","Dallas","texas",32.69,-96.9177,1263321,"Designer, interior/spatial",32.629931,-97.364225,0,71
"2019-06-24 02:41:53","fraud_Lebsack and Sons","misc_net",102.89,"1","Umatilla","florida",28.9254,-81.6801,11432,"Private music teacher",29.850021,-81.572236,0,37
"2020-03-31 19:21:21","fraud_Swift PLC","kids_pets",25.01,"1","Holstein","nebraska",40.4542,-98.6538,331,"Telecommunications researcher",40.382013,-97.782429,0,73
"2019-01-05 13:11:07","fraud_Nolan-Williamson","kids_pets",56.17,"0","Bolivar","pennsylvania",40.3673,-79.1605,1770,"Administrator, local government",39.738625,-79.034189,0,29
"2019-06-21 15:23:36","fraud_Nader-Maggio","personal_care",46.06,"1","Roma","texas",26.4215,-99.0025,18128,"IT trainer",26.134211,-98.963737,0,33
"2020-05-16 15:52:27","fraud_Hartmann, Rowe and Hermann","travel",8.59,"0","Allentown","new york",42.0737,-78.0594,239,"Radio producer",41.895267,-77.905718,0,67
"2019-06-15 16:29:04","fraud_Effertz LLC","entertainment",71.41,"0","Manderson","south dakota",43.3526,-102.5411,1126,"Volunteer coordinator",44.279091,-103.341059,0,43
"2020-04-07 22:56:27","fraud_Langworth, Boehm and Gulgowski","shopping_net",917.85,"1","Bruce","mississippi",34.0066,-89.3484,4046,"Warehouse manager",34.275419,-88.703426,1,59
"2019-09-29 11:47:32","fraud_Kovacek, Dibbert and Ondricka","grocery_pos",114.77,"1","Drakes Branch","virginia",36.9688,-78.5615,1970,"Energy engineer",37.130309,-78.553649,0,38
"2019-06-13 13:16:27","fraud_Cole, Hills and Jewess","home",17.03,"1","Joliet","illinois",41.5378,-88.0572,128354,"Teacher, secondary school",41.676589,-88.965054,0,32
"2019-04-03 15:12:52","fraud_Schaefer Ltd","kids_pets",153.68,"1","Santa Monica","california",34.0287,-118.4924,92043,"Civil engineer, contracting",34.848731,-119.366465,0,62
"2020-03-21 01:35:51","fraud_Terry, Johns and Bins","misc_pos",7.64,"1","Ronceverte","west virginia",37.7418,-80.4626,4575,"Statistician",36.986155,-81.347212,0,32
"2019-08-22 22:49:07","fraud_Reichel LLC","personal_care",74.15,"1","Cascade Locks","oregon",45.671,-121.8686,1288,"Barrister",44.814685,-121.295538,0,87
"2019-06-03 07:45:21","fraud_Pfeffer LLC","grocery_net",53.66,"0","Cuyahoga Falls","ohio",41.1464,-81.5107,47772,"Equities trader",41.63987,-82.063257,0,58
"2019-07-27 15:41:21","fraud_Stark-Koss","home",34.18,"0","Hovland","minnesota",47.8342,-90.0476,272,"Freight forwarder",47.549891,-89.534857,0,22
"2020-03-20 14:47:20","fraud_Hoppe, Harris and Bednar","entertainment",29.71,"1","Achille","oklahoma",33.8396,-96.3648,608,"Seismic interpreter",34.142306,-96.790382,0,30
"2019-01-20 22:45:35","fraud_Zboncak LLC","food_dining",1.08,"1","Alpharetta","georgia",34.077,-84.3033,165556,"Prison officer",33.3296,-84.076601,0,26
"2019-12-29 22:06:27","fraud_Langworth LLC","personal_care",32.87,"0","Omaha","nebraska",41.2064,-95.9953,518429,"Surveyor, land/geomatics",42.002169,-95.197022,0,28
"2019-03-20 12:22:01","fraud_Upton PLC","entertainment",58.84,"1","Wilmington","north carolina",34.2651,-77.867,186140,"English as a second language teacher",34.821178,-77.273083,0,41
"2019-01-11 05:24:53","fraud_Hudson-Ratke","grocery_pos",202.74,"1","Burlington","washington",48.4786,-122.3345,14871,"Public house manager",47.507202,-122.43717,0,49
"2019-09-12 06:39:18","fraud_Hickle Group","shopping_pos",1.44,"1","Coleman","texas",31.8287,-99.427,5908,"Radio producer",32.468402,-98.753073,0,61
"2020-03-24 00:51:13","fraud_Reichel Inc","entertainment",7.94,"1","Altona","new york",44.8816,-73.6408,2148,"Surveyor, land/geomatics",44.972368,-73.186162,0,70
"2019-02-20 17:44:32","fraud_Rau-Robel","kids_pets",40,"1","Browning","missouri",40.029,-93.1607,602,"Cytogeneticist",40.293948,-92.725202,0,69
"2020-03-15 15:23:58","fraud_Prosacco LLC","personal_care",9.81,"1","Stanchfield","minnesota",45.6675,-93.2433,2607,"Lecturer, further education",46.27582,-93.605385,0,28
"2019-11-22 04:07:04","fraud_Haley, Jewess and Bechtelar","shopping_pos",133.51,"0","Boyd","wisconsin",44.9437,-91.0294,1690,"IT trainer",44.823947,-90.513734,0,48
"2019-12-30 21:44:32","fraud_Renner Ltd","home",71.2,"1","Tiptonville","tennessee",36.3846,-89.4649,5577,"Geochemist",37.073644,-89.832845,0,59
"2019-05-31 01:34:31","fraud_Jacobi and Sons","shopping_pos",2.07,"0","Cross Plains","texas",32.1482,-99.1872,1897,"Chief Operating Officer",32.186983,-99.864271,0,70
"2019-07-15 01:37:25","fraud_Deckow-O'Conner","grocery_pos",91.42,"0","Leetsdale","pennsylvania",40.5662,-80.2099,1140,"Administrator, education",39.857567,-80.178172,0,37
"2019-05-23 10:19:47","fraud_Lind, Huel and McClure","gas_transport",36.9,"0","Sontag","mississippi",31.6453,-90.1801,1196,"Librarian, academic",32.003026,-90.389797,0,65
"2020-04-14 07:26:46","fraud_Jaskolski-Vandervort","misc_net",3.23,"0","Titusville","florida",28.5697,-80.8191,54767,"Set designer",28.15433,-81.536797,0,36
"2019-01-25 20:17:00","fraud_Bednar Inc","travel",1.82,"0","Methuen","massachusetts",42.728,-71.181,47249,"Market researcher",42.752444,-71.761889,0,43
"2019-04-08 10:38:59","fraud_Johnston, Nikolaus and Maggio","grocery_net",62.37,"1","Uledi","pennsylvania",39.8936,-79.7856,328,"Tree surgeon",40.446847,-80.69728,0,40
"2019-09-06 16:52:33","fraud_Kutch, Steuber and Gerhold","food_dining",6.13,"1","Altair","texas",29.6047,-96.5249,106,"Editor, film/video",29.903026,-96.531571,0,40
"2019-07-31 13:02:19","fraud_Gulgowski LLC","home",27.18,"1","Jermyn","pennsylvania",41.5744,-75.5881,6508,"Training and development officer",40.977717,-75.972681,0,42
"2019-07-06 11:48:58","fraud_Goodwin-Nitzsche","grocery_pos",62.76,"1","Veedersburg","indiana",40.1186,-87.2602,4049,"Development worker, community",40.339559,-87.882055,0,64
"2020-05-24 02:28:35","fraud_Howe Ltd","misc_pos",89.56,"1","Deltona","florida",28.8989,-81.2473,88735,"Commercial horticulturist",28.819422,-81.781445,0,35
"2019-12-12 03:00:38","fraud_Wisozk and Sons","misc_pos",20.69,"1","Clay Center","ohio",41.5686,-83.3632,269,"Insurance underwriter",42.399534,-84.064923,0,58
"2019-12-28 22:21:32","fraud_O'Reilly, Mohr and Purdy","home",126.47,"0","Great Mills","maryland",38.2674,-76.4954,5927,"Art therapist",38.979026,-77.101149,0,50
"2020-06-13 21:35:26","fraud_Kling, Howe and Schneider","home",88.51,"1","Vienna","georgia",32.0913,-83.7922,7420,"Phytotherapist",32.079066,-84.375116,0,67
"2019-09-29 11:36:19","fraud_Paucek-Wiza","grocery_net",51.6,"0","Rumely","michigan",46.3481,-87.0436,137,"Film/video editor",46.060983,-87.674274,0,33
"2019-10-23 10:07:36","fraud_Kiehn-Emmerich","grocery_pos",65.12,"1","Pembroke Township","illinois",41.0646,-87.5917,2135,"Psychotherapist, child",40.287961,-87.221683,0,19
"2019-09-02 23:58:35","fraud_Cartwright PLC","kids_pets",41.1,"1","Viola","arkansas",36.3924,-91.9932,1679,"Psychiatric nurse",36.690063,-92.201375,0,37
"2019-01-03 03:15:36","fraud_Dibbert-Green","entertainment",20.8,"1","North Washington","pennsylvania",41.0472,-79.8089,139,"Patent attorney",40.123433,-79.789369,0,69
"2019-01-26 15:36:53","fraud_Schuppe LLC","entertainment",89.91,"0","Alva","wyoming",44.6873,-104.4414,110,"Administrator, local government",44.186931,-104.999052,0,50
"2019-03-03 13:11:42","fraud_Herman, Treutel and Dickens","misc_net",39.43,"1","Brunson","south carolina",32.9413,-81.1807,1725,"Social researcher",32.714367,-80.549795,0,49
"2019-10-04 23:29:43","fraud_Jewess LLC","shopping_pos",5.9,"1","Jermyn","pennsylvania",41.5744,-75.5881,6508,"Training and development officer",42.18755,-75.183347,0,42
"2019-12-12 16:56:46","fraud_Eichmann-Kilback","home",37.87,"1","Grandview","texas",32.2779,-97.2351,5875,"Radiographer, therapeutic",33.105426,-96.599693,0,31
"2020-05-18 06:40:08","fraud_Stokes, Christiansen and Sipes","grocery_net",79.38,"0","Riverton","wyoming",43.0351,-108.2024,19408,"Lecturer, higher education",43.852364,-108.184603,0,30
"2019-12-09 05:12:56","fraud_Bradtke PLC","grocery_pos",96.04,"1","Oolitic","indiana",38.8938,-86.5246,1228,"Counsellor",39.113947,-86.058736,0,32
"2019-03-31 21:07:16","fraud_Stamm-Witting","shopping_net",4.26,"1","Jones","alabama",32.5104,-86.8138,1089,"Materials engineer",32.086686,-87.006878,0,52
"2019-08-16 23:18:42","fraud_Hills, Hegmann and Schaefer","health_fitness",70.27,"1","Littleton","colorado",39.5994,-105.0044,320420,"Water engineer",40.116388,-104.221715,0,48
"2020-02-23 15:58:07","fraud_Johns-Hoeger","entertainment",70.08,"1","Sebring","florida",27.4703,-81.4872,50835,"Environmental consultant",28.171662,-81.657284,0,38
"2019-07-07 09:13:49","fraud_Murray-Smitham","grocery_pos",203.46,"1","Sun City","california",33.7467,-117.1721,54287,"Designer, exhibition/display",34.371357,-117.375605,0,51
"2019-04-02 23:21:33","fraud_Adams-Barrows","health_fitness",2.37,"1","Phoenix","arizona",33.5623,-112.0559,1312922,"Contractor",33.401915,-112.856307,0,42
"2020-02-02 01:43:35","fraud_Heathcote LLC","shopping_net",95.33,"0","Cokeburg","pennsylvania",40.1008,-80.0652,632,"Dealer",40.922921,-80.143782,0,34
"2020-06-09 23:49:36","fraud_Schoen Ltd","kids_pets",24.3,"1","Smith River","california",41.9404,-124.1587,1930,"Web designer",42.200591,-124.076275,0,40
"2019-11-17 06:39:53","fraud_Casper, Hand and Zulauf","grocery_pos",93.23,"0","West Green","georgia",31.6143,-82.7243,782,"Audiological scientist",31.933798,-82.092373,0,42
"2020-04-02 10:21:27","fraud_Stroman, Hudson and Erdman","gas_transport",58.3,"1","Logan","illinois",37.9943,-88.9417,324,"Scientist, research (physical sciences)",38.234978,-89.763983,0,47
"2019-01-18 14:01:28","fraud_Sporer-Keebler","personal_care",18.04,"1","Florence","mississippi",32.153,-90.1217,19685,"Fine artist",31.296734,-89.444107,0,39
"2019-04-10 09:38:04","fraud_Douglas, Schneider and Turner","shopping_pos",134.15,"0","Hewitt","wisconsin",44.6437,-90.1031,828,"Arts development officer",45.571799,-91.030987,0,32
"2020-05-22 20:56:24","fraud_Watsica, Haag and Considine","shopping_pos",1.44,"1","New Ellenton","south carolina",33.413,-81.69,2206,"Biomedical scientist",32.709376,-82.353906,0,37
"2019-07-30 09:15:37","fraud_Haley Group","misc_pos",1.14,"1","Roma","texas",26.4215,-99.0025,18128,"IT trainer",26.408792,-98.702054,0,33
"2019-04-24 16:20:00","fraud_Rempel Inc","shopping_net",112.77,"1","Bellmore","new york",40.6729,-73.5365,34496,"Librarian, public",39.724117,-74.329472,0,53
"2020-01-14 16:04:02","fraud_Hyatt, Russel and Gleichner","health_fitness",20.28,"1","Edisto Island","south carolina",32.5486,-80.307,2408,"Sales professional, IT",32.223687,-81.166376,0,26
"2019-09-18 20:01:31","fraud_Boyer PLC","shopping_net",8.25,"0","Mc Veytown","pennsylvania",40.5046,-77.7186,4653,"Nutritional therapist",40.342042,-78.296154,0,26
"2019-12-28 12:11:17","fraud_Swaniawski, Nitzsche and Welch","health_fitness",39.21,"0","Elizabethtown","kentucky",37.6848,-85.8784,48194,"Surgeon",38.49719,-86.843886,0,33
"2019-11-17 21:03:29","fraud_Parker-Kunde","personal_care",39.56,"1","Stayton","oregon",44.8021,-122.7624,9587,"Engineer, biomedical",45.487364,-122.662756,0,55
"2020-06-21 08:47:51","fraud_O'Keefe-Hudson","grocery_pos",77.23,"1","Beaver Falls","pennsylvania",40.7687,-80.3592,28425,"Podiatrist",40.370903,-80.124905,0,23
"2020-04-17 16:15:48","fraud_Bernhard-Lesch","food_dining",62.7,"0","Fenelton","pennsylvania",40.8555,-79.7372,2054,"Communications engineer",40.117809,-80.727972,0,47
"2019-10-19 15:53:30","fraud_Skiles LLC","home",19.94,"1","Kirby","ohio",40.813,-83.4196,118,"Private music teacher",41.002385,-84.05306,0,66
"2019-08-07 12:08:27","fraud_Kessler Inc","travel",9.87,"0","Burke","virginia",38.7894,-77.2818,43102,"Health visitor",38.199583,-77.612778,0,73
"2019-11-25 05:43:36","fraud_Bins-Rice","gas_transport",73.73,"1","Stanchfield","minnesota",45.6675,-93.2433,2607,"Lecturer, further education",44.734139,-92.636346,0,28
"2019-10-29 19:13:56","fraud_Yost, Schamberger and Windler","kids_pets",146.24,"0","Indian Wells","california",33.7163,-116.3381,4677,"Learning mentor",34.482437,-115.683969,0,68
"2020-02-08 22:30:53","fraud_Altenwerth-Kilback","home",96.47,"1","Manistique","michigan",46.0062,-86.2555,6469,"Trade mark attorney",45.01417,-87.121484,0,44
"2019-02-19 01:22:08","fraud_Eichmann, Bogan and Rodriguez","gas_transport",69.4,"0","Smithfield","illinois",40.4855,-90.2856,631,"Futures trader",41.423321,-89.664966,0,51
"2019-05-09 20:10:57","fraud_Schimmel-Olson","kids_pets",23.47,"0","New Holstein","wisconsin",43.9446,-88.0911,5196,"Child psychotherapist",44.45463,-88.106863,0,46
"2019-06-02 22:37:34","fraud_Hoppe, Harris and Bednar","entertainment",97.26,"1","Baton Rouge","louisiana",30.4066,-91.1468,378909,"Designer, furniture",30.298999,-90.765665,0,47
"2019-11-24 20:36:50","fraud_Turner, Ziemann and Lehner","food_dining",81.76,"1","Paauilo","hawaii",20.0271,-155.3697,1490,"Scientist, research (maths)",20.633785,-155.761782,0,32
"2019-08-08 20:32:01","fraud_Windler LLC","kids_pets",19.4,"0","Burbank","oklahoma",36.6966,-96.7869,471,"Sub",35.751464,-97.262834,0,82
"2019-07-08 13:27:29","fraud_Swaniawski, Nitzsche and Welch","health_fitness",21.25,"1","Fullerton","nebraska",41.366,-98.0054,1749,"Surveyor, mining",41.275204,-97.838935,0,50
"2019-06-15 17:35:23","fraud_Hermiston, Pacocha and Smith","health_fitness",8.36,"0","Tekoa","washington",47.2271,-117.0819,895,"Clothing/textile technologist",47.282171,-117.064217,0,24
"2019-07-20 19:43:42","fraud_Romaguera Ltd","health_fitness",107.34,"1","Rock Springs","wyoming",41.606,-109.23,27971,"Music therapist",42.448928,-110.135357,0,39
"2019-12-15 12:30:02","fraud_Metz, Russel and Metz","kids_pets",81.77,"1","Delhi","louisiana",32.3929,-91.4714,6581,"Multimedia programmer",33.15248,-91.134593,0,60
"2020-03-08 23:54:43","fraud_Becker, Harris and Harvey","personal_care",20.92,"1","Scotland","maryland",38.0828,-76.3477,313,"Insurance underwriter",37.927256,-77.148326,0,47
"2019-10-16 22:39:12","fraud_Kihn, Abernathy and Douglas","shopping_net",5.96,"1","Scotia","south carolina",32.6786,-81.2455,302,"Magazine features editor",32.748174,-82.172173,0,50
"2020-05-10 12:14:18","fraud_Wilkinson Ltd","entertainment",55.68,"1","New Ellenton","south carolina",33.413,-81.69,2206,"Biomedical scientist",32.519363,-82.463992,0,37
"2019-08-26 23:59:22","fraud_Swift PLC","kids_pets",76.14,"1","Conway","washington",48.34,-122.3456,85,"Research officer, political party",47.943762,-122.963405,0,39
"2019-04-18 16:01:02","fraud_Ritchie, Bradtke and Stiedemann","travel",1.5,"0","Lane","oklahoma",34.2691,-95.9685,861,"Quantity surveyor",34.2982,-95.694553,0,63
"2019-08-13 21:03:34","fraud_Tillman, Fritsch and Schmitt","misc_net",2.76,"1","Brunson","south carolina",32.9413,-81.1807,1725,"Social researcher",32.635506,-80.830649,0,49
"2019-01-10 05:52:48","fraud_Morar Inc","grocery_net",89.6,"1","Knoxville","tennessee",35.9335,-84.1481,391389,"Designer, industrial/product",36.563382,-83.285514,0,29
"2019-09-28 13:51:35","fraud_Turcotte, Batz and Buckridge","health_fitness",22.14,"1","Sun City","california",33.7467,-117.1721,54287,"Designer, exhibition/display",32.883404,-116.869841,0,51
"2019-09-22 06:07:18","fraud_Streich, Hansen and Veum","gas_transport",69.04,"1","Scotland","maryland",38.0828,-76.3477,313,"Insurance underwriter",37.638631,-77.124151,0,47
"2019-12-26 03:32:45","fraud_Olson, Becker and Koch","gas_transport",84.43,"0","Stoneham","massachusetts",42.4828,-71.0978,21437,"Artist",42.177855,-71.676435,0,59
"2020-05-26 11:47:24","fraud_Bins-Tillman","entertainment",19.42,"1","Mansfield","ohio",40.7559,-82.5123,92985,"Press photographer",39.757404,-83.244914,0,55
"2019-12-08 23:10:57","fraud_Fadel, Mertz and Rippin","entertainment",5.91,"1","Mill Creek","pennsylvania",40.4679,-77.8967,1334,"Archaeologist",41.179396,-78.845236,0,37
"2019-12-10 22:37:55","fraud_Romaguera, Wehner and Tromp","kids_pets",210.19,"1","Hills","minnesota",43.5335,-96.3645,899,"Data scientist",43.182627,-96.044328,0,29
"2019-12-08 03:23:36","fraud_Skiles-Ankunding","grocery_net",56.61,"0","Thida","arkansas",35.5762,-91.4539,111,"Careers information officer",36.128999,-90.639579,0,23
"2020-04-23 16:12:07","fraud_Tillman LLC","travel",7.11,"0","Humble","texas",30.0041,-95.2825,194500,"Tax adviser",29.825294,-94.631489,0,33
